Opportunity ID #;OG;Industry Segment;ToW;Closed Quarter;IC  -  Net Revenue;MC  -  Net Revenue;SC  -  Net Revenue;SI  -  Net Revenue;TC  -  Net Revenue;AO  -  Net Revenue;BPO  -  Net Revenue;IO  -  Net Revenue;Responsible Business Entity;Contract Extension Flag;Software Delivery;Client Location
10456069;Health & Public Service;H&PS Defns/PubSafety;C;FY16Q3;S;S;S;S;S;S;S;S;OG;Y;N;Netherlands
10456073;Health & Public Service;H&PS Defns/PubSafety;C;FY16Q4;S;S;S;S;S;S;S;S;Technology;Y;N;Netherlands
10456101;Products;PD Con Goods & Srvcs;C;FY16Q2;S;S;S;S;S;S;S;S;Operations;N;N;France
10456161;Resources;RS Nat Res;C;FY16Q3;S;S;S;L;S;S;S;S;Technology;Y;N;Luxembourg
10456164;Health & Public Service;H&PS Citizen Service;O;FY16Q3;S;S;S;S;S;S;S;S;Digital;Y;N;Netherlands
10456184;Products;PD Life Sciences;O;FY16Q3;S;S;S;S;S;L;S;S;Digital;N;Y;France
10456250;Communications, Media & Technology;CMT C&M;C;FY16Q4;S;S;S;S;S;S;S;S;Technology;N;N;Luxembourg
10456308;Resources;RS Util;O;FY16Q2;S;S;S;S;S;S;S;M;Operations;N;;Netherlands
10456382;Health & Public Service;H&PS Citizen Service;C;FY16Q1;S;S;S;S;S;S;S;S;OG;N;N;France
10456383;Health & Public Service;H&PS Citizen Service;C;FY16Q1;S;S;S;S;S;S;S;S;Digital;N;N;France
10456389;Products;PD Ind Equip;C;FY16Q1;S;S;S;S;S;S;S;S;Technology;N;N;France
10456412;Health & Public Service;H&PS Citizen Service;C;FY16Q1;S;S;S;S;S;S;S;S;Strategy;N;N;France
10456415;Health & Public Service;H&PS Citizen Service;C;FY16Q1;S;S;S;S;S;S;S;S;Strategy;N;N;France
10456422;Financial Services;FS Banking;CO;FY16Q1;S;L;S;S;S;L;S;S;OG;N;N;Netherlands
10456459;Products;PD Con Goods & Srvcs;C;FY16Q2;S;S;S;S;S;S;S;S;OG;N;N;France
10456567;Resources;RS Util;C;FY16Q2;S;S;S;M;S;S;S;S;Technology;Y;N;France
10456585;Financial Services;FS Insurance;C;FY16Q1;S;M;S;S;S;S;S;S;OG;N;N;France
10456612;Resources;RS Energy;O;FY16Q1;S;S;S;S;S;M;S;S;Digital;N;Y;France
10456626;Resources;RS Util;C;FY16Q1;S;S;M;S;S;S;S;S;Technology;N;N;France
10456750;Products;PD Ind Equip;C;FY16Q2;S;S;S;M;S;S;S;S;Technology;N;N;France
10456757;Resources;RS Util;C;FY16Q2;S;S;S;M;M;S;S;S;OG;N;N;France
10456961;Resources;RS Nat Res;C;FY16Q3;S;S;S;S;S;S;S;S;Technology;N;N;Netherlands
10457055;Products;PD Ind Equip;C;FY16Q1;S;S;S;S;S;S;S;S;Technology;N;N;France
10457159;Financial Services;FS Banking;O;FY16Q1;S;S;S;S;S;S;S;S;Operations;N;N;France
10457182;Communications, Media & Technology;CMT E&HT;O;FY16Q1;S;S;S;S;S;S;S;S;Technology;N;N;Netherlands
10457195;Health & Public Service;H&PS Health;C;FY16Q2;S;S;S;S;S;S;S;S;Strategy;N;N;France
10457214;Health & Public Service;H&PS Citizen Service;C;FY16Q1;S;S;S;S;S;S;S;S;Strategy;N;N;France
10457219;Communications, Media & Technology;CMT C&M;CO;FY16Q1;M;S;S;L;M;S;S;M;Digital;N;Y;France
10457246;Health & Public Service;H&PS Citizen Service;C;FY16Q2;S;S;S;S;S;S;S;S;Technology;N;N;France
10457251;Health & Public Service;H&PS Citizen Service;C;FY16Q4;S;S;S;S;S;S;S;S;Technology;Y;N;France
10457299;Products;PD Ind Equip;C;FY16Q1;S;S;S;S;S;S;S;S;OG;N;N;France
10457304;Products;PD Ind Equip;C;FY16Q1;S;S;M;S;S;S;S;S;Strategy;N;N;Belgium
10457320;Products;PD Ind Equip;C;FY16Q1;S;S;S;S;S;S;S;S;OG;N;N;France
10457342;Communications, Media & Technology;CMT E&HT;C;FY16Q1;S;S;S;S;S;S;S;S;Strategy;Y;N;France
10457375;Products;PD Ind Equip;C;FY16Q4;S;S;M;S;S;S;S;S;Strategy;N;;France
10457409;Resources;RS Util;C;FY16Q1;S;S;S;S;S;S;S;S;Digital;Y;N;France
10457533;Health & Public Service;H&PS Defns/PubSafety;CO;FY16Q1;S;S;S;S;S;S;S;S;OG;Y;N;France
10457541;Health & Public Service;H&PS Defns/PubSafety;O;FY16Q2;S;S;S;S;S;S;S;S;Digital;Y;Y;France
10457545;Health & Public Service;H&PS Defns/PubSafety;CO;FY16Q4;S;S;S;S;S;S;S;S;Digital;Y;N;France
10457579;Health & Public Service;H&PS Citizen Service;C;FY16Q4;S;S;S;S;S;S;S;S;Digital;N;N;France
10457615;Products;PD Transp Svc;C;FY16Q2;S;S;S;M;S;S;S;S;Technology;N;Y;France
10457627;Health & Public Service;H&PS Citizen Service;O;FY16Q1;S;S;S;S;S;S;S;S;Technology;N;N;France
10457630;Health & Public Service;H&PS Citizen Service;O;FY16Q3;S;S;S;S;S;M;S;S;Technology;N;N;France
10457632;Communications, Media & Technology;CMT C&M;C;FY16Q2;S;S;S;S;S;S;S;S;Digital;N;Y;France
10457672;Financial Services;FS Banking;O;FY16Q1;S;S;S;S;S;S;L;S;Operations;N;N;Belgium
10457831;Products;PD Con Goods & Srvcs;O;FY16Q4;S;S;S;S;S;S;L;S;Operations;N;N;France
10457935;Resources;RS Util;C;FY16Q2;S;S;S;S;S;S;S;S;Digital;N;N;France
10457967;Resources;RS Energy;O;FY16Q1;S;S;S;S;S;M;S;S;Digital;Y;N;Netherlands
10458015;Financial Services;FS Insurance;C;FY16Q1;S;M;S;S;S;S;S;S;OG;N;N;France
10458065;Resources;RS Energy;O;FY16Q1;S;S;S;S;S;L;S;S;Technology;N;N;Netherlands
10458071;Products;PD Retail;C;FY16Q1;S;S;S;S;S;S;S;S;Strategy;N;N;France
10458075;Health & Public Service;H&PS Defns/PubSafety;C;FY16Q1;S;S;S;S;S;S;S;S;Technology;N;N;Belgium
10458087;Products;PD Con Goods & Srvcs;C;FY16Q1;S;S;S;S;S;S;S;S;Technology;N;N;France
10458108;Health & Public Service;H&PS Defns/PubSafety;C;FY16Q2;S;S;S;S;M;S;S;S;OG;N;N;France
10458109;Health & Public Service;H&PS Defns/PubSafety;C;FY16Q1;S;S;S;S;M;S;S;S;OG;Y;N;France
10458164;Products;PD Con Goods & Srvcs;C;FY16Q1;S;S;M;M;L;S;S;S;OG;N;N;France
10458234;Financial Services;FS Banking;C;FY16Q1;S;S;S;S;S;S;S;S;Strategy;N;N;France
10458535;Products;PD Con Goods & Srvcs;C;FY16Q1;S;S;S;S;S;S;S;S;Technology;N;N;France
10458548;Health & Public Service;H&PS Citizen Service;O;FY16Q3;S;S;S;S;S;S;S;S;Operations;N;Y;France
10458579;Financial Services;FS Banking;C;FY16Q1;S;S;S;S;S;S;S;S;Technology;N;Y;Belgium
10458682;Health & Public Service;H&PS Citizen Service;C;FY16Q4;S;S;S;S;S;S;S;S;Strategy;Y;N;France
10458699;Products;PD Retail;C;FY16Q1;S;S;S;S;S;S;S;S;Digital;Y;N;France
10458821;Health & Public Service;H&PS Defns/PubSafety;C;FY16Q1;S;S;S;M;S;S;S;S;Technology;N;N;France
10458829;Health & Public Service;H&PS Defns/PubSafety;C;FY16Q2;S;S;S;S;S;S;S;S;Strategy;Y;N;France
10458957;Communications, Media & Technology;CMT E&HT;C;FY16Q1;S;S;S;S;S;S;S;S;OG;Y;N;France
10458990;Resources;RS Energy;C;FY16Q1;S;S;S;S;S;S;S;S;Strategy;N;N;France
10459007;Products;PD Con Goods & Srvcs;C;FY16Q3;S;S;S;S;S;S;S;S;Technology;N;N;Belgium
10459086;Communications, Media & Technology;CMT E&HT;C;FY16Q1;S;S;S;S;S;S;S;S;Digital;Y;;Netherlands
10459092;Resources;RS Util;C;FY16Q1;S;L;S;S;S;S;S;S;OG;N;N;France
10459094;Resources;RS Util;C;FY16Q1;S;L;S;S;S;S;S;S;OG;N;N;France
10459154;Products;PD Auto;C;FY16Q1;S;S;S;M;S;S;S;S;Technology;N;;France
10459242;Products;PD Ind Equip;C;FY16Q1;S;S;S;S;S;S;S;S;Technology;N;N;France
10459247;Resources;RS Util;O;FY16Q2;S;S;S;S;S;S;S;S;Digital;Y;N;Netherlands
10459258;Resources;RS Util;O;FY16Q2;S;S;S;S;S;S;S;S;Technology;N;N;Netherlands
10459265;Resources;RS Util;C;FY16Q3;S;S;S;S;S;S;S;S;Digital;Y;N;Netherlands
10459463;Resources;RS Energy;CO;FY16Q4;S;S;S;S;L;S;S;L;Operations;N;N;Netherlands
10459547;Financial Services;FS Banking;C;FY16Q1;S;S;S;S;S;S;S;S;OG;N;N;Luxembourg
10459590;Resources;RS Energy;O;FY16Q3;S;S;S;S;S;L;S;S;Technology;N;N;France
10459616;Communications, Media & Technology;CMT E&HT;C;FY16Q1;S;S;S;S;S;S;S;S;OG;N;N;France
10459674;Communications, Media & Technology;CMT E&HT;CO;FY16Q1;S;M;S;S;S;S;M;S;OG;N;N;France
10459675;Communications, Media & Technology;CMT E&HT;C;FY16Q2;S;S;S;S;S;S;S;S;OG;N;N;France
10459756;Communications, Media & Technology;CMT E&HT;C;FY16Q1;S;S;S;S;S;S;S;S;OG;N;N;France
10460008;Financial Services;FS Banking;C;FY16Q1;S;S;M;S;S;S;S;S;Strategy;N;N;France
10460046;Communications, Media & Technology;CMT E&HT;C;FY16Q3;S;S;S;S;S;S;S;S;OG;Y;N;France
10460054;Health & Public Service;H&PS Citizen Service;C;FY16Q2;S;S;S;S;S;S;S;S;Technology;N;N;France
10460062;Communications, Media & Technology;CMT E&HT;CO;FY16Q4;S;S;S;S;L;M;S;S;OG;N;N;France
10460067;Communications, Media & Technology;CMT E&HT;CO;FY16Q2;S;S;S;L;S;S;S;S;Technology;N;Y;France
10460111;Products;PD Travel;C;FY16Q1;S;S;S;S;M;S;S;S;OG;N;Y;France
10460122;Resources;RS Energy;O;FY16Q1;S;S;S;S;S;S;S;S;Technology;Y;N;Netherlands
10460236;Health & Public Service;H&PS Citizen Service;C;FY16Q4;S;S;S;S;S;S;S;S;Strategy;N;N;France
10460294;Products;PD Ind Equip;CO;FY16Q2;S;S;S;M;S;M;L;S;OG;N;N;France
10460317;Products;PD Ind Equip;O;FY16Q1;S;S;S;S;S;S;S;S;Operations;N;N;Belgium
10460408;Resources;RS Energy;C;FY16Q2;S;S;M;S;L;S;S;S;OG;Y;N;Netherlands
10460592;Resources;RS Util;O;FY16Q1;S;S;S;S;S;S;S;S;Technology;Y;Y;France
10460599;Products;PD Ind Equip;C;FY16Q2;S;S;S;S;S;S;S;S;OG;N;N;France
10460609;Resources;RS Util;O;FY16Q1;S;S;S;S;S;S;S;S;Digital;Y;Y;France
10460623;Products;PD Transp Svc;C;FY16Q1;S;S;S;S;M;S;S;S;OG;Y;N;Netherlands
10460634;Products;PD Retail;C;FY16Q1;S;S;S;S;S;S;S;S;Strategy;N;N;France
10460709;Health & Public Service;H&PS Citizen Service;CO;FY16Q4;S;M;S;S;S;M;S;S;OG;N;N;Netherlands
10460724;Products;PD Life Sciences;C;FY16Q1;S;S;S;S;S;S;S;S;Technology;Y;N;France
10460833;Communications, Media & Technology;CMT E&HT;C;FY16Q2;S;S;S;S;S;S;S;S;Technology;Y;N;Netherlands
10460858;Financial Services;FS Banking;C;FY16Q1;S;S;S;S;S;S;S;S;Operations;Y;N;Belgium
10460892;Products;PD Ind Equip;O;FY16Q1;S;S;S;S;S;S;S;S;Technology;Y;N;France
10460903;Products;PD Ind Equip;C;FY16Q1;S;S;S;S;S;S;S;S;Technology;Y;N;France
10461054;Resources;RS Util;C;FY16Q2;S;M;S;S;S;S;S;S;OG;N;N;Belgium
10461056;Resources;RS Util;C;FY16Q1;S;S;S;S;S;S;S;S;OG;N;N;Belgium
10461060;Resources;RS Util;O;FY16Q2;S;S;S;S;S;M;S;S;Technology;N;N;Belgium
10461061;Resources;RS Util;C;FY16Q1;S;S;S;S;S;S;S;S;Technology;N;N;Belgium
10461062;Resources;RS Util;C;FY16Q4;S;S;S;L;S;S;S;S;Technology;N;;Belgium
10461181;Communications, Media & Technology;CMT C&M;C;FY16Q1;S;S;S;S;S;S;S;S;Digital;N;N;France
10461182;Financial Services;FS Banking;C;FY16Q1;S;S;M;S;S;S;S;S;Strategy;N;N;Netherlands
10461191;Products;PD Ind Equip;C;FY16Q1;S;S;S;S;S;S;S;S;OG;N;N;France
10461255;Communications, Media & Technology;CMT C&M;C;FY16Q1;S;S;S;S;S;S;S;S;Digital;N;N;France
10461257;Communications, Media & Technology;CMT C&M;C;FY16Q1;S;S;S;S;S;S;S;S;OG;Y;N;Netherlands
10461313;Financial Services;FS Banking;C;FY16Q1;S;S;S;S;S;S;S;S;Digital;N;N;Netherlands
10461326;Communications, Media & Technology;CMT E&HT;C;FY16Q3;S;S;S;S;S;S;S;S;Operations;N;N;France
10461346;Resources;RS Chem;O;FY16Q1;S;S;S;S;S;L;S;S;Technology;N;N;Netherlands
10461355;Communications, Media & Technology;CMT E&HT;C;FY16Q1;S;S;S;S;S;S;S;S;Digital;N;N;France
10461449;Communications, Media & Technology;CMT E&HT;O;FY16Q3;S;S;S;S;S;S;S;S;Technology;N;N;Netherlands
10461605;Financial Services;FS Banking;C;FY16Q1;S;S;S;S;S;S;S;S;Strategy;N;N;France
10461659;Products;PD Transp Svc;C;FY16Q2;S;S;S;S;S;S;S;S;Strategy;Y;N;France
10461714;Products;PD Ind Equip;O;FY16Q3;S;S;S;S;S;S;S;S;Technology;N;N;France
10461740;Financial Services;FS Banking;C;FY16Q2;S;S;S;S;S;S;S;S;OG;Y;N;France
10461741;Financial Services;FS Banking;O;FY16Q1;S;S;S;S;S;S;S;S;Operations;N;N;France
10461795;Resources;RS Energy;O;FY16Q1;S;S;S;S;S;S;M;S;Operations;N;N;France
10461813;Resources;RS Util;C;FY16Q1;S;S;S;S;S;S;S;S;OG;Y;N;France
10461820;Resources;RS Util;C;FY16Q1;S;S;S;S;S;S;S;S;Digital;N;N;France
10461842;Health & Public Service;H&PS Citizen Service;C;FY16Q1;S;S;M;S;S;S;S;S;Strategy;N;N;France
10461847;Products;PD Con Goods & Srvcs;C;FY16Q1;S;S;S;S;S;S;S;S;OG;Y;N;France
10461897;Products;PD Ind Equip;C;FY16Q3;S;L;XL;L;L;S;S;S;OG;N;N;France
10462042;Health & Public Service;H&PS Citizen Service;C;FY16Q2;S;M;S;S;S;S;S;S;OG;Y;N;France
10462043;Health & Public Service;H&PS Citizen Service;C;FY16Q4;S;M;S;S;S;S;S;S;OG;Y;N;France
10462084;Health & Public Service;H&PS Defns/PubSafety;C;FY16Q4;S;S;S;L;L;S;S;S;OG;N;N;Belgium
10462218;Communications, Media & Technology;CMT C&M;C;FY16Q2;S;S;S;S;S;S;S;S;OG;Y;N;France
10462293;Products;PD Ind Equip;C;FY16Q3;S;S;S;S;S;S;S;S;Digital;Y;Y;France
10462338;Resources;RS Util;C;FY16Q1;S;S;S;S;S;S;S;S;Operations;Y;N;France
10462342;Resources;RS Util;C;FY16Q1;S;S;S;S;S;S;S;S;Operations;N;N;France
10462345;Resources;RS Util;O;FY16Q1;S;S;S;S;S;S;S;S;Operations;N;N;France
10462353;Resources;RS Util;CO;FY16Q1;S;S;S;S;S;S;S;S;Operations;N;N;France
10462355;Communications, Media & Technology;CMT C&M;C;FY16Q1;S;S;S;S;S;S;S;S;Operations;N;Y;France
10462357;Resources;RS Util;C;FY16Q1;S;S;S;S;S;S;S;S;OG;N;N;France
10462360;Resources;RS Util;C;FY16Q1;S;S;S;S;S;S;S;S;OG;N;N;France
10462399;Products;PD Con Goods & Srvcs;O;FY16Q2;S;S;S;S;S;S;S;S;Technology;Y;Y;Belgium
10462420;Health & Public Service;H&PS Health;C;FY16Q1;S;S;S;S;S;S;S;S;Strategy;N;N;France
10462467;Communications, Media & Technology;CMT C&M;C;FY16Q4;S;S;S;S;S;S;S;S;Digital;N;;France
10462795;Products;PD Ind Equip;C;FY16Q1;S;S;S;M;S;S;S;S;Technology;N;N;France
10462827;Resources;RS Util;C;FY16Q1;S;S;S;S;S;S;S;S;OG;N;N;France
10462847;Financial Services;FS Banking;C;FY16Q2;S;S;S;M;S;S;S;S;Technology;N;Y;France
10462891;Resources;RS Energy;O;FY16Q1;S;S;S;S;S;S;S;S;Digital;N;N;Netherlands
10462904;Health & Public Service;H&PS Health;C;FY16Q1;S;S;M;S;S;S;S;S;Strategy;Y;;Netherlands
10462915;Health & Public Service;H&PS Health;C;FY16Q1;S;S;M;S;S;S;S;S;Strategy;Y;;Netherlands
10462927;Resources;RS Energy;CO;FY16Q1;S;M;M;S;S;S;S;S;OG;Y;N;France
10462984;Products;PD Life Sciences;C;FY16Q1;S;S;S;S;S;S;S;S;OG;N;N;France
10463019;Financial Services;FS Insurance;C;FY16Q1;S;S;S;S;S;S;S;S;Strategy;Y;N;Belgium
10463048;Financial Services;FS Insurance;C;FY16Q1;S;S;S;S;S;S;S;S;Strategy;N;N;France
10463060;Products;PD Ind Equip;O;FY16Q1;S;S;S;S;S;S;S;S;Operations;N;N;France
10463098;Communications, Media & Technology;CMT C&M;C;FY16Q2;S;S;S;M;S;S;S;S;Technology;N;Y;France
10463175;Products;PD Ind Equip;C;FY16Q1;S;S;S;S;S;S;S;S;Technology;N;N;France
10463367;Products;PD Retail;C;FY16Q2;S;M;S;S;S;S;S;S;OG;N;N;France
10463397;Products;PD Ind Equip;O;FY16Q1;S;S;S;S;S;S;S;S;Technology;Y;N;France
10463449;Communications, Media & Technology;CMT E&HT;C;FY16Q1;S;S;S;S;S;S;S;S;Strategy;N;N;Netherlands
10463458;Resources;RS Energy;C;FY16Q1;S;S;S;S;S;S;S;S;Technology;N;N;Netherlands
10463479;Resources;RS Util;C;FY16Q3;S;S;M;S;S;S;S;S;Strategy;N;;France
10463490;Communications, Media & Technology;CMT E&HT;O;FY16Q1;S;S;S;S;S;S;S;S;Technology;Y;Y;France
10463540;Resources;RS Energy;C;FY16Q1;S;S;M;S;S;S;S;S;Strategy;N;N;Netherlands
10463562;Financial Services;FS Capital Markets;C;FY16Q2;S;S;S;S;S;S;S;S;OG;Y;N;France
10463587;Products;PD Con Goods & Srvcs;C;FY16Q1;S;S;S;S;S;S;S;S;OG;N;N;France
10463595;Resources;RS Util;O;FY16Q2;S;S;S;S;S;S;S;S;Technology;N;Y;France
10463612;Health & Public Service;H&PS Citizen Service;CO;FY16Q1;S;S;S;S;S;M;S;S;OG;N;Y;France
10463634;Communications, Media & Technology;CMT E&HT;C;FY16Q1;S;S;S;S;S;S;S;S;Technology;N;N;France
10463846;Products;PD Travel;C;FY16Q1;S;S;S;S;S;S;S;S;Digital;Y;N;Netherlands
10463849;Resources;RS Util;C;FY16Q1;S;S;S;S;S;S;S;S;Technology;N;N;France
10463855;Communications, Media & Technology;CMT E&HT;CO;FY16Q1;S;S;S;S;S;S;S;S;OG;Y;N;France
10463902;Products;PD Life Sciences;C;FY16Q1;S;M;S;S;S;S;S;S;OG;N;N;France
10463903;Financial Services;FS Banking;O;FY16Q4;S;S;S;S;S;S;S;S;Technology;N;;France
10463961;Products;PD Life Sciences;C;FY16Q3;S;S;S;M;S;S;S;S;Digital;Y;Y;Belgium
10464016;Products;PD Auto;C;FY16Q1;S;S;S;S;S;S;S;S;OG;N;N;France
10464029;Resources;RS Util;C;FY16Q1;S;S;S;S;S;S;S;S;OG;N;N;France
10464041;Products;PD Con Goods & Srvcs;C;FY16Q1;S;M;M;S;S;S;S;S;OG;N;N;Netherlands
10464082;Resources;RS Util;O;FY16Q1;S;S;S;S;S;S;M;S;Operations;N;N;France
10464084;Products;PD Con Goods & Srvcs;O;FY16Q1;S;S;S;S;S;S;M;S;Operations;Y;N;Belgium
10464103;Resources;RS Energy;C;FY16Q1;S;S;S;S;S;S;S;S;OG;N;;Netherlands
10464120;Products;PD Con Goods & Srvcs;C;FY16Q1;S;S;S;S;S;S;S;S;Strategy;N;N;Netherlands
10464127;Products;PD Auto;C;FY16Q2;S;M;M;S;M;S;S;S;OG;N;N;France
10464137;Products;PD Auto;C;FY16Q1;S;S;S;S;S;S;S;S;Technology;N;N;France
10464168;Resources;RS Energy;C;FY16Q1;S;S;S;S;S;S;S;S;Digital;N;N;Netherlands
10464180;Products;PD Auto;C;FY16Q1;S;M;S;S;S;S;S;S;OG;N;N;France
10464223;Resources;RS Util;O;FY16Q1;S;S;S;S;S;S;S;S;Technology;N;N;Netherlands
10464241;Communications, Media & Technology;CMT E&HT;C;FY16Q1;S;S;S;S;S;S;S;S;Technology;Y;N;France
10464309;Communications, Media & Technology;CMT E&HT;CO;FY16Q1;S;S;S;S;S;S;S;S;OG;N;N;France
10464488;Communications, Media & Technology;CMT C&M;C;FY16Q2;S;S;S;L;S;S;S;S;Technology;N;Y;France
10464529;Health & Public Service;H&PS Citizen Service;O;FY16Q2;S;S;S;S;S;S;S;S;Digital;N;N;France
10464537;Communications, Media & Technology;CMT E&HT;C;FY16Q2;S;S;S;S;S;S;S;S;Technology;N;N;France
10464550;Financial Services;FS Banking;O;FY16Q3;S;S;S;S;S;M;S;S;Digital;N;N;Luxembourg
10464619;Products;PD Con Goods & Srvcs;C;FY16Q1;S;S;S;S;S;S;S;S;Strategy;Y;N;Netherlands
10464620;Products;PD Con Goods & Srvcs;C;FY16Q2;S;S;S;S;S;S;S;S;Strategy;Y;N;Netherlands
10464642;Financial Services;FS Insurance;O;FY16Q1;S;S;S;S;S;S;S;S;Operations;N;N;France
10464849;Communications, Media & Technology;CMT E&HT;C;FY16Q1;S;S;S;S;S;S;S;S;Digital;N;N;Netherlands
10464851;Communications, Media & Technology;CMT E&HT;O;FY16Q1;S;S;S;S;S;S;S;S;Operations;N;N;Netherlands
10464853;Communications, Media & Technology;CMT E&HT;O;FY16Q2;S;S;S;S;S;S;S;S;Operations;N;N;Netherlands
10464854;Communications, Media & Technology;CMT E&HT;O;FY16Q4;S;S;S;S;S;S;M;S;Operations;N;N;Netherlands
10464857;Communications, Media & Technology;CMT E&HT;O;FY16Q4;S;S;S;S;S;S;XL;S;Operations;Y;N;Netherlands
10464888;Products;PD Life Sciences;O;FY16Q1;S;S;S;S;S;S;M;S;Operations;N;N;Belgium
10464899;Products;PD Life Sciences;O;FY16Q4;S;S;S;S;S;S;M;S;Operations;Y;N;Belgium
10464914;Financial Services;FS Insurance;O;FY16Q1;S;S;S;S;S;M;S;S;Technology;N;N;France
10464953;Products;PD Ind Equip;C;FY16Q1;S;S;M;S;S;S;S;S;Strategy;N;N;France
10464960;Products;PD Life Sciences;C;FY16Q1;S;S;S;S;S;S;S;S;Technology;N;N;France
10464961;Products;PD Life Sciences;C;FY16Q1;S;S;S;S;S;S;S;S;Technology;N;N;France
10465106;Products;PD Con Goods & Srvcs;C;FY16Q1;S;S;S;S;S;S;S;S;Technology;Y;N;France
10465170;Communications, Media & Technology;CMT E&HT;C;FY16Q2;S;M;S;XL;M;S;S;S;Technology;N;N;France
10465177;Products;PD Con Goods & Srvcs;C;FY16Q3;S;S;M;S;S;S;S;S;Strategy;N;N;Netherlands
10465187;Resources;RS Util;O;FY16Q2;S;S;S;S;S;L;S;S;Technology;N;N;France
10465221;Financial Services;FS Insurance;O;FY16Q4;S;S;S;S;S;S;S;S;Operations;N;N;France
10465283;Products;PD Con Goods & Srvcs;C;FY16Q2;S;S;S;S;S;S;S;S;Technology;Y;N;Belgium
10465339;Products;PD Ind Equip;C;FY16Q2;S;S;S;S;S;S;S;S;Technology;Y;N;France
10465341;Health & Public Service;H&PS Health;O;FY16Q1;S;S;S;S;S;M;S;S;Digital;N;Y;Netherlands
10465440;Products;PD Ind Equip;C;FY16Q4;S;S;S;XL;M;S;S;S;Technology;N;N;France
10465463;Health & Public Service;H&PS Defns/PubSafety;C;FY16Q2;S;S;S;S;S;S;S;S;OG;N;N;Netherlands
10465498;Communications, Media & Technology;CMT E&HT;C;FY16Q3;S;S;S;L;S;S;S;S;Technology;N;N;France
10465512;Communications, Media & Technology;CMT C&M;C;FY16Q1;S;S;S;S;S;S;S;S;OG;N;N;France
10465590;Health & Public Service;H&PS Citizen Service;C;FY16Q4;S;S;S;S;S;S;S;S;OG;N;;France
10465594;Resources;RS Util;C;FY16Q1;S;S;S;S;S;S;S;S;OG;N;Y;France
10465596;Financial Services;FS Banking;O;FY16Q1;S;S;S;S;S;S;S;M;Operations;N;N;Netherlands
10465624;Communications, Media & Technology;CMT C&M;O;FY16Q4;S;S;S;S;S;S;S;L;Operations;N;N;Netherlands
10465633;Health & Public Service;H&PS Citizen Service;C;FY16Q4;S;S;S;L;S;S;S;S;Technology;N;;France
10465720;Communications, Media & Technology;CMT C&M;C;FY16Q1;S;S;S;M;S;S;S;S;Technology;N;Y;Luxembourg
10465760;Communications, Media & Technology;CMT E&HT;C;FY16Q1;S;S;S;S;S;S;S;S;Strategy;N;N;France
10465763;Resources;RS Energy;C;FY16Q1;S;S;S;S;S;S;S;S;Operations;Y;N;France
10465768;Financial Services;FS Insurance;C;FY16Q1;S;S;M;S;S;S;S;S;Strategy;N;N;Belgium
10465780;Communications, Media & Technology;CMT E&HT;C;FY16Q1;S;S;S;S;S;S;S;S;Strategy;N;;Netherlands
10465846;Financial Services;FS Banking;C;FY16Q1;S;S;S;S;S;S;S;S;OG;Y;N;France
10465852;Financial Services;FS Banking;C;FY16Q1;S;S;S;S;S;S;S;S;OG;N;N;France
10465857;Financial Services;FS Banking;C;FY16Q2;S;S;S;S;S;S;S;S;OG;Y;N;France
10465863;Products;PD Con Goods & Srvcs;C;FY16Q1;S;S;S;S;S;S;S;S;Technology;N;N;France
10465871;Financial Services;FS Banking;C;FY16Q2;S;S;S;S;S;S;S;S;OG;N;N;France
10465872;Financial Services;FS Banking;C;FY16Q1;S;S;S;S;S;S;S;S;Strategy;N;N;France
10465873;Financial Services;FS Banking;C;FY16Q1;S;S;S;S;S;S;S;S;OG;Y;N;France
10465880;Communications, Media & Technology;CMT E&HT;O;FY16Q3;S;S;S;S;S;S;S;S;Technology;N;N;Netherlands
10465898;Products;PD Con Goods & Srvcs;C;FY16Q3;S;S;S;M;M;S;S;S;OG;N;Y;France
10465951;Financial Services;FS Capital Markets;C;FY16Q1;S;S;S;S;S;S;S;S;OG;N;N;France
10465981;Resources;RS Util;C;FY16Q1;S;S;S;S;S;S;S;S;Technology;N;;France
10466065;Products;PD Retail;C;FY16Q1;S;S;S;S;S;S;S;S;OG;Y;N;Netherlands
10466111;Communications, Media & Technology;CMT E&HT;O;FY16Q1;S;S;S;S;S;M;S;S;Technology;N;N;France
10466115;Communications, Media & Technology;CMT E&HT;C;FY16Q3;S;S;S;S;S;S;S;S;Technology;N;N;France
10466227;Communications, Media & Technology;CMT C&M;C;FY16Q4;S;S;S;S;S;S;S;S;Technology;N;N;France
10466256;Financial Services;FS Banking;C;FY16Q1;S;S;S;S;S;S;S;S;Strategy;N;N;Luxembourg
10466463;Financial Services;FS Insurance;O;FY16Q1;S;S;S;S;S;L;S;S;Digital;N;N;France
10466469;Products;PD Travel;O;FY16Q1;S;S;S;S;S;M;S;S;Technology;Y;Y;France
10466473;Products;PD Travel;O;FY16Q1;S;S;S;S;S;M;S;S;Technology;Y;Y;France
10466485;Communications, Media & Technology;CMT E&HT;O;FY16Q2;S;S;S;S;S;S;S;S;Operations;Y;;France
10466531;Communications, Media & Technology;CMT C&M;C;FY16Q1;S;S;S;S;S;S;S;S;Operations;N;N;Netherlands
10466561;Communications, Media & Technology;CMT C&M;O;FY16Q2;S;S;S;S;S;S;S;S;Operations;N;N;France
