Opportunity ID #;OG;Industry Segment;ToW;Closed Quarter;IC  -  Net Revenue;MC  -  Net Revenue;SC  -  Net Revenue;SI  -  Net Revenue;TC  -  Net Revenue;AO  -  Net Revenue;BPO  -  Net Revenue;IO  -  Net Revenue;Responsible Business Entity;Contract Extension Flag;Software Delivery;Client Location
350448;Health & Public Service;H&PS Health;C;FY16Q4;S;S;S;S;S;S;S;S;OG;N;Y;France
354440;Health & Public Service;H&PS Citizen Service;O;FY16Q2;S;S;S;S;S;S;S;S;Technology;N;Y;Belgium
444136;Financial Services;FS Insurance;O;FY16Q1;S;S;S;S;S;S;S;S;Technology;N;N;France
448612;Resources;RS Util;C;FY16Q1;S;S;S;S;S;S;S;S;OG;N;N;France
450373;Products;PD Transp Svc;O;FY16Q1;S;S;S;S;S;S;M;S;Operations;N;N;Netherlands
450542;Products;PD Ind Equip;C;FY16Q1;S;S;M;M;S;S;S;S;OG;N;Y;Belgium
452628;Resources;RS Util;C;FY16Q1;S;S;S;M;S;S;S;S;Digital;N;N;Netherlands
452675;Resources;RS Util;O;FY16Q1;S;S;S;S;S;M;S;S;Technology;N;N;Netherlands
457449;Products;PD Retail;C;FY16Q3;S;S;S;S;S;S;S;S;Strategy;N;N;Netherlands
457675;Health & Public Service;H&PS Citizen Service;C;FY16Q3;S;S;S;S;M;S;S;S;OG;Y;N;France
458309;Resources;RS Chem;C;FY16Q2;S;S;S;S;S;S;S;S;Digital;N;N;Netherlands
467215;Resources;RS Util;C;FY16Q1;S;S;S;S;L;S;S;S;OG;N;N;France
468042;Communications, Media & Technology;CMT C&M;C;FY16Q3;S;S;S;S;S;S;S;S;Operations;N;N;France
474204;Health & Public Service;H&PS Citizen Service;CO;FY16Q2;S;S;S;M;S;L;S;S;Digital;N;N;Netherlands
477678;Resources;RS Nat Res;O;FY16Q3;S;S;S;S;S;S;L;S;Operations;N;N;Belgium
477844;Resources;RS Chem;C;FY16Q1;S;S;S;S;S;S;S;S;Digital;N;N;Netherlands
483761;Health & Public Service;H&PS Citizen Service;C;FY16Q3;S;S;S;S;S;S;S;S;Technology;N;N;Belgium
485151;Products;PD Ind Equip;C;FY16Q3;S;S;S;XL;S;S;S;S;Technology;N;N;France
494891;Resources;RS Util;O;FY16Q1;S;S;S;S;S;S;L;S;Operations;N;N;France
495920;Resources;RS Util;C;FY16Q1;S;S;S;S;L;S;S;S;OG;N;N;France
499593;Health & Public Service;H&PS Citizen Service;C;FY16Q3;S;S;S;S;S;S;S;S;OG;N;N;France
499769;Health & Public Service;H&PS Citizen Service;C;FY16Q4;S;S;S;S;S;S;S;S;OG;N;N;France
500983;Health & Public Service;H&PS Defns/PubSafety;C;FY16Q3;S;L;S;L;L;S;S;S;OG;N;N;Netherlands
502208;Resources;RS Energy;C;FY16Q1;S;S;S;S;S;S;S;S;OG;N;N;Netherlands
503114;Communications, Media & Technology;CMT C&M;O;FY16Q1;S;S;S;S;S;L;S;S;Technology;Y;Y;Netherlands
505688;Products;PD Con Goods & Srvcs;CO;FY16Q1;S;S;S;M;S;S;S;S;Digital;N;N;France
514660;Resources;RS Chem;C;FY16Q3;S;S;S;S;S;S;S;S;Strategy;N;N;Belgium
514661;Communications, Media & Technology;CMT C&M;C;FY16Q1;S;S;S;S;S;S;S;S;OG;N;Y;France
518211;Products;PD Ind Equip;C;FY16Q3;S;M;S;S;S;S;S;S;OG;N;N;France
520362;Resources;RS Util;C;FY16Q1;S;S;S;S;M;S;S;S;OG;Y;Y;Netherlands
520717;Products;PD Ind Equip;C;FY16Q3;S;S;S;S;L;S;S;S;OG;N;N;France
522167;Health & Public Service;H&PS Citizen Service;C;FY16Q1;S;S;S;S;S;S;S;S;OG;N;N;France
523020;Resources;RS Util;C;FY16Q2;S;S;S;S;L;S;S;S;OG;N;Y;France
525850;Resources;RS Energy;C;FY16Q1;S;S;S;M;S;S;S;S;Digital;Y;Y;France
529012;Resources;RS Energy;C;FY16Q1;S;S;S;S;S;S;S;S;OG;N;N;Netherlands
529550;Resources;RS Util;CO;FY16Q1;S;S;S;L;S;M;S;L;OG;N;Y;France
533497;Health & Public Service;H&PS Citizen Service;CO;FY16Q2;S;S;S;L;L;L;S;S;Digital;N;N;France
534440;Resources;RS Util;O;FY16Q1;S;S;S;S;S;L;S;S;Technology;Y;Y;Belgium
535665;Products;PD Transp Svc;O;FY16Q1;S;S;S;S;S;S;S;S;Technology;N;Y;France
537322;Resources;RS Energy;C;FY16Q1;S;S;S;S;S;S;S;S;Technology;N;N;Netherlands
538920;Health & Public Service;H&PS Defns/PubSafety;C;FY16Q1;S;S;S;S;S;S;S;S;OG;N;N;France
540007;Resources;RS Nat Res;C;FY16Q3;S;S;M;S;S;S;S;S;Strategy;N;N;France
540606;Resources;RS Util;C;FY16Q2;S;S;S;S;S;S;S;S;Technology;N;N;France
542289;Health & Public Service;H&PS Health;O;FY16Q1;S;S;S;S;S;M;S;S;Digital;N;Y;Netherlands
544412;Resources;RS Util;C;FY16Q2;S;S;S;XL;L;S;S;S;Technology;N;N;Netherlands
545291;Resources;RS Energy;C;FY16Q2;S;S;S;M;S;S;S;S;Digital;N;N;Netherlands
546062;Resources;RS Util;O;FY16Q1;S;S;S;S;S;S;S;S;Operations;N;N;Netherlands
547504;Resources;RS Util;CO;FY16Q2;S;M;S;S;S;S;M;S;OG;N;N;France
549966;Communications, Media & Technology;CMT C&M;O;FY16Q4;S;S;S;S;S;L;S;S;Technology;N;N;Luxembourg
554702;Communications, Media & Technology;CMT E&HT;CO;FY16Q4;S;M;S;S;S;S;XL;S;Operations;N;Y;Netherlands
557192;Health & Public Service;H&PS Citizen Service;C;FY16Q4;S;S;S;S;S;S;S;S;OG;N;N;France
557431;Communications, Media & Technology;CMT C&M;O;FY16Q3;S;S;S;S;S;S;S;S;Digital;N;N;France
557450;Health & Public Service;H&PS Defns/PubSafety;C;FY16Q2;S;S;S;S;S;S;S;S;Strategy;Y;N;France
561836;Communications, Media & Technology;CMT C&M;CO;FY16Q3;M;S;S;S;S;S;S;M;Operations;N;N;Belgium
562128;Products;PD Auto;O;FY16Q3;S;S;S;S;S;S;S;S;Operations;N;N;Netherlands
562445;Resources;RS Chem;C;FY16Q2;S;S;S;S;S;S;S;S;OG;N;N;Belgium
563214;Products;PD Auto;O;FY16Q3;S;S;S;S;S;S;S;S;Operations;N;N;Netherlands
563631;Resources;RS Energy;O;FY16Q1;S;S;S;S;S;S;S;XL;Operations;N;N;Netherlands
564283;Products;PD Retail;C;FY16Q1;S;L;S;S;S;S;S;S;OG;N;N;France
568201;Resources;RS Util;C;FY16Q3;S;S;S;S;S;S;S;S;OG;N;N;Netherlands
569599;Health & Public Service;H&PS Citizen Service;CO;FY16Q1;S;S;S;S;S;S;S;S;OG;N;N;France
575411;Health & Public Service;H&PS Citizen Service;C;FY16Q3;S;S;M;S;S;S;S;S;Strategy;N;N;France
575487;Health & Public Service;H&PS Citizen Service;C;FY16Q1;S;S;S;S;M;S;S;S;OG;N;N;France
575488;Health & Public Service;H&PS Citizen Service;C;FY16Q2;S;S;S;S;S;S;S;S;OG;N;N;France
575490;Health & Public Service;H&PS Citizen Service;C;FY16Q4;S;S;S;S;M;S;S;S;OG;Y;N;France
575504;Health & Public Service;H&PS Citizen Service;C;FY16Q3;S;S;S;S;S;S;S;S;OG;Y;N;France
575505;Health & Public Service;H&PS Citizen Service;C;FY16Q1;S;S;S;S;S;S;S;S;OG;N;N;France
576650;Health & Public Service;H&PS Citizen Service;C;FY16Q4;S;S;S;S;S;S;S;S;OG;Y;N;France
576671;Health & Public Service;H&PS Citizen Service;C;FY16Q4;S;S;S;S;S;S;S;S;OG;Y;N;France
576673;Health & Public Service;H&PS Citizen Service;C;FY16Q4;S;S;S;S;S;S;S;S;OG;Y;N;France
576674;Health & Public Service;H&PS Citizen Service;CO;FY16Q4;S;S;S;S;S;S;S;S;Technology;N;N;France
577578;Financial Services;FS Insurance;O;FY16Q3;S;S;S;S;S;S;L;S;Operations;N;N;Netherlands
579060;Resources;RS Util;C;FY16Q3;S;S;S;L;L;S;S;S;OG;N;N;Netherlands
581487;Communications, Media & Technology;CMT E&HT;C;FY16Q2;L;S;S;S;S;S;S;S;Operations;N;Y;Netherlands
581791;Financial Services;FS Insurance;C;FY16Q2;S;M;S;S;S;S;S;S;OG;N;N;France
582051;Resources;RS Util;C;FY16Q1;S;S;S;S;L;S;S;S;OG;N;Y;France
584081;Communications, Media & Technology;CMT E&HT;C;FY16Q2;S;M;S;S;S;S;S;S;OG;Y;N;France
585143;Financial Services;FS Insurance;C;FY16Q1;S;S;S;S;S;S;S;S;OG;N;N;France
586526;Products;PD Transp Svc;C;FY16Q1;S;S;S;L;S;S;S;S;Technology;N;Y;France
587002;Products;PD Travel;O;FY16Q2;S;S;S;S;S;M;S;S;Digital;N;Y;Netherlands
590019;Products;PD Retail;C;FY16Q1;S;S;S;S;S;S;S;S;OG;N;N;Netherlands
590456;Communications, Media & Technology;CMT E&HT;C;FY16Q1;S;S;S;S;S;S;S;S;OG;N;N;Netherlands
590465;Health & Public Service;H&PS Defns/PubSafety;C;FY16Q1;M;S;S;M;S;S;S;S;OG;N;Y;Belgium
591732;Communications, Media & Technology;CMT C&M;O;FY16Q3;S;S;S;S;S;S;S;S;Technology;N;N;Netherlands
593439;Products;PD Retail;C;FY16Q1;S;L;M;S;S;S;S;S;OG;N;Y;Netherlands
593582;Resources;RS Energy;O;FY16Q3;S;S;S;S;S;L;S;S;Technology;Y;N;France
596312;Financial Services;FS Insurance;O;FY16Q1;S;S;S;S;S;M;S;S;Technology;Y;Y;Belgium
597837;Health & Public Service;H&PS Defns/PubSafety;C;FY16Q1;S;S;S;S;S;S;S;S;Operations;N;N;France
599578;Products;PD Ind Equip;C;FY16Q1;S;S;S;S;S;S;S;S;OG;N;N;France
599674;Resources;RS Energy;C;FY16Q1;S;S;M;S;S;S;S;S;Strategy;N;N;Netherlands
600423;Resources;RS Energy;C;FY16Q1;S;S;S;M;S;S;S;S;Technology;N;N;Netherlands
600430;Resources;RS Energy;C;FY16Q1;S;S;S;S;S;S;S;S;Technology;N;N;Netherlands
601297;Resources;RS Util;C;FY16Q3;S;S;S;S;S;S;S;S;Technology;N;N;Belgium
601950;Communications, Media & Technology;CMT E&HT;O;FY16Q1;S;S;S;S;S;S;S;S;Operations;N;N;Netherlands
601952;Resources;RS Util;C;FY16Q2;S;S;S;S;S;S;S;S;Strategy;N;N;France
602415;Communications, Media & Technology;CMT C&M;O;FY16Q2;S;S;S;S;S;XL;S;S;Digital;N;N;Netherlands
602611;Resources;RS Util;O;FY16Q1;S;S;S;S;S;S;S;S;Technology;N;N;France
602621;Resources;RS Nat Res;C;FY16Q1;S;S;S;L;M;S;S;S;Technology;N;Y;Belgium
602622;Resources;RS Nat Res;C;FY16Q2;S;S;S;M;S;S;S;S;Technology;N;Y;Belgium
602739;Products;PD Ind Equip;CO;FY16Q2;S;S;L;S;S;S;S;L;OG;N;N;France
605367;Communications, Media & Technology;CMT C&M;C;FY16Q1;S;S;S;S;M;S;S;S;Operations;N;N;Netherlands
605450;Products;PD Transp Svc;O;FY16Q4;S;S;S;S;S;M;S;S;Technology;N;N;France
605592;Communications, Media & Technology;CMT C&M;C;FY16Q4;S;S;S;XL;S;S;S;S;Technology;N;Y;France
605724;Health & Public Service;H&PS Citizen Service;C;FY16Q1;S;S;S;S;S;S;S;S;OG;Y;Y;France
605920;Resources;RS Util;C;FY16Q4;S;S;S;S;S;S;S;S;OG;N;N;France
606593;Communications, Media & Technology;CMT C&M;C;FY16Q1;S;S;S;S;S;S;S;S;OG;N;N;France
608767;Communications, Media & Technology;CMT C&M;C;FY16Q2;S;S;S;M;S;S;S;S;OG;Y;Y;Netherlands
608768;Communications, Media & Technology;CMT C&M;C;FY16Q2;S;S;S;M;M;S;S;S;OG;Y;Y;Netherlands
609202;Communications, Media & Technology;CMT C&M;C;FY16Q1;S;S;S;S;S;S;S;S;Digital;N;N;France
609676;Health & Public Service;H&PS Health;O;FY16Q3;S;S;S;S;S;S;S;S;Technology;N;Y;France
609932;Resources;RS Energy;CO;FY16Q3;S;M;S;M;S;S;M;S;OG;N;N;Netherlands
611565;Communications, Media & Technology;CMT E&HT;C;FY16Q3;S;S;S;S;S;S;S;S;Technology;N;Y;France
612168;Resources;RS Util;O;FY16Q1;S;S;S;S;S;L;S;S;Technology;N;N;Belgium
615492;Resources;RS Energy;C;FY16Q2;M;S;S;S;S;S;S;S;Operations;N;N;Netherlands
615496;Resources;RS Energy;C;FY16Q2;S;S;S;S;S;S;S;S;Operations;N;N;Netherlands
615519;Resources;RS Energy;C;FY16Q1;S;S;S;S;S;S;S;S;OG;N;N;Netherlands
616407;Financial Services;FS Insurance;C;FY16Q1;S;M;S;S;S;S;S;S;OG;N;N;Netherlands
616641;Communications, Media & Technology;CMT C&M;C;FY16Q3;S;S;S;M;S;S;S;S;Technology;N;Y;France
617229;Products;PD Retail;CO;FY16Q2;S;S;S;XL;L;L;S;S;Technology;N;Y;Netherlands
618003;Products;PD Life Sciences;C;FY16Q2;S;M;S;S;S;S;S;S;OG;N;N;France
620771;Financial Services;FS Insurance;C;FY16Q3;S;S;S;S;S;S;S;S;Digital;N;Y;Belgium
623887;Communications, Media & Technology;CMT E&HT;O;FY16Q2;S;S;S;S;S;S;XL;S;Operations;N;N;Netherlands
624109;Health & Public Service;H&PS Defns/PubSafety;C;FY16Q2;S;S;S;S;S;S;S;S;OG;N;Y;Belgium
624807;Resources;RS Util;C;FY16Q2;S;S;S;M;S;S;S;S;Digital;N;N;France
624828;Resources;RS Util;O;FY16Q1;S;S;S;S;S;L;S;S;Technology;N;Y;France
625153;Resources;RS Util;O;FY16Q3;S;S;S;S;S;S;S;S;Digital;N;N;Netherlands
625156;Health & Public Service;H&PS Health;O;FY16Q2;S;S;S;S;S;S;S;S;Digital;N;N;Netherlands
625168;Resources;RS Energy;C;FY16Q1;S;S;S;S;S;S;S;S;Operations;Y;N;Netherlands
625192;Resources;RS Energy;C;FY16Q1;S;S;S;S;L;S;S;S;Operations;N;N;Netherlands
625634;Health & Public Service;H&PS Citizen Service;C;FY16Q3;S;S;S;S;S;S;S;S;OG;N;N;Netherlands
625706;Communications, Media & Technology;CMT C&M;O;FY16Q1;S;S;S;S;S;S;S;L;Operations;N;N;Netherlands
625709;Communications, Media & Technology;CMT C&M;C;FY16Q3;L;S;S;S;S;S;S;S;Operations;N;N;Netherlands
626198;Resources;RS Util;CO;FY16Q1;S;S;S;M;L;M;S;S;OG;N;N;Netherlands
626356;Health & Public Service;H&PS Citizen Service;C;FY16Q4;S;S;S;S;S;S;S;S;OG;Y;N;France
626359;Health & Public Service;H&PS Citizen Service;C;FY16Q1;S;S;S;S;S;S;S;S;OG;Y;Y;France
626436;Health & Public Service;H&PS Citizen Service;C;FY16Q2;S;S;S;S;S;S;S;S;Strategy;N;N;France
626439;Health & Public Service;H&PS Citizen Service;C;FY16Q2;S;S;S;S;S;S;S;S;OG;N;N;France
627148;Resources;RS Nat Res;C;FY16Q2;S;S;S;S;S;S;S;S;Strategy;N;N;France
627544;Resources;RS Util;O;FY16Q1;S;S;S;S;S;S;M;S;Operations;N;Y;France
627571;Communications, Media & Technology;CMT E&HT;C;FY16Q2;S;S;S;M;S;S;S;S;Digital;Y;N;France
628183;Resources;RS Energy;C;FY16Q3;S;S;M;S;S;S;S;S;Strategy;N;Y;France
629813;Communications, Media & Technology;CMT E&HT;C;FY16Q2;S;M;S;S;S;S;S;S;OG;Y;N;France
629838;Communications, Media & Technology;CMT E&HT;C;FY16Q2;S;S;S;S;S;S;S;S;OG;Y;N;France
630360;Communications, Media & Technology;CMT E&HT;C;FY16Q1;S;S;S;S;S;S;S;S;Operations;N;N;Netherlands
630436;Financial Services;FS Banking;O;FY16Q2;S;S;S;S;S;S;S;XL;Operations;N;N;France
630566;Communications, Media & Technology;CMT C&M;C;FY16Q1;S;S;S;S;S;S;S;S;Operations;N;N;Luxembourg
630681;Resources;RS Util;C;FY16Q1;S;S;M;S;S;S;S;S;Strategy;N;N;France
631468;Resources;RS Nat Res;C;FY16Q1;S;S;S;S;S;S;S;S;OG;N;Y;France
632114;Communications, Media & Technology;CMT C&M;O;FY16Q1;S;S;S;S;S;S;S;L;Operations;N;N;Netherlands
632253;Resources;RS Util;O;FY16Q1;S;S;S;S;S;S;S;S;Digital;Y;N;France
632299;Communications, Media & Technology;CMT C&M;O;FY16Q3;S;S;S;S;S;S;XL;S;Operations;N;N;France
633005;Financial Services;FS Insurance;CO;FY16Q4;S;S;S;S;S;S;S;S;Technology;N;Y;France
633167;Resources;RS Util;C;FY16Q4;S;S;S;S;S;S;S;S;Technology;N;N;Belgium
633471;Communications, Media & Technology;CMT E&HT;CO;FY16Q3;S;XL;S;S;S;S;S;XL;OG;N;N;Netherlands
633472;Resources;RS Util;C;FY16Q1;S;S;M;S;S;S;S;S;Strategy;N;N;Netherlands
633783;Health & Public Service;H&PS Citizen Service;CO;FY16Q1;S;S;S;S;S;S;S;S;OG;N;N;France
633850;Financial Services;FS Insurance;CO;FY16Q2;S;S;S;L;S;L;XL;S;Operations;N;Y;France
634604;Communications, Media & Technology;CMT E&HT;C;FY16Q4;S;M;L;S;S;S;S;S;OG;N;N;Netherlands
635639;Resources;RS Util;C;FY16Q2;S;S;S;S;S;S;S;S;Digital;N;N;Belgium
635839;Resources;RS Chem;C;FY16Q2;S;S;S;S;S;S;S;S;Digital;Y;N;France
635936;Financial Services;FS Insurance;C;FY16Q3;S;S;S;S;S;S;S;S;OG;N;N;France
636038;Products;PD Ind Equip;C;FY16Q1;S;M;S;S;S;S;S;S;OG;N;N;France
636644;Products;PD Travel;C;FY16Q1;S;S;S;S;S;S;S;S;OG;Y;N;Belgium
636717;Resources;RS Nat Res;CO;FY16Q2;S;S;S;L;M;L;S;S;Digital;N;Y;France
637015;Resources;RS Energy;C;FY16Q1;S;S;S;S;S;S;S;S;Digital;N;N;Netherlands
637387;Resources;RS Util;C;FY16Q2;S;S;S;XL;S;S;S;S;Technology;N;N;Netherlands
637834;Communications, Media & Technology;CMT C&M;C;FY16Q3;S;S;M;S;S;S;S;S;Strategy;N;N;Netherlands
637877;Communications, Media & Technology;CMT E&HT;C;FY16Q1;S;S;S;M;S;S;S;S;Technology;N;Y;France
638561;Financial Services;FS Insurance;C;FY16Q1;S;S;S;L;L;S;S;S;OG;N;N;Belgium
639136;Resources;RS Util;O;FY16Q2;S;S;S;S;S;S;S;S;Technology;N;N;Netherlands
639742;Resources;RS Energy;O;FY16Q2;S;S;S;S;S;S;L;S;Operations;Y;N;Netherlands
640517;Resources;RS Chem;C;FY16Q1;S;S;S;S;S;S;S;S;OG;N;N;Netherlands
640713;Resources;RS Energy;C;FY16Q4;S;S;S;M;S;S;S;S;Technology;N;N;Netherlands
641331;Financial Services;FS Banking;CO;FY16Q2;S;M;S;M;S;M;M;S;OG;N;N;Netherlands
642728;Communications, Media & Technology;CMT C&M;C;FY16Q2;S;S;S;L;S;S;S;S;Digital;N;Y;Belgium
644208;Health & Public Service;H&PS Health;O;FY16Q1;S;S;S;S;S;S;S;S;Technology;N;N;France
644266;Health & Public Service;H&PS Health;CO;FY16Q2;S;S;S;L;L;M;S;S;OG;N;N;France
644301;Financial Services;FS Insurance;C;FY16Q1;S;S;M;S;S;S;S;S;Strategy;N;N;Belgium
644323;Products;PD Con Goods & Srvcs;O;FY16Q1;S;S;S;S;S;S;M;S;Technology;N;N;Netherlands
644545;Communications, Media & Technology;CMT C&M;O;FY16Q3;S;S;S;S;S;S;XL;S;Operations;N;N;Netherlands
644861;Communications, Media & Technology;CMT C&M;O;FY16Q3;S;S;S;S;S;S;L;S;Operations;N;N;Netherlands
646592;Communications, Media & Technology;CMT E&HT;C;FY16Q4;S;S;S;S;S;S;S;S;OG;N;N;France
647161;Financial Services;FS Insurance;C;FY16Q2;S;S;S;L;S;S;S;S;Digital;N;N;France
647290;Financial Services;FS Insurance;O;FY16Q2;S;S;S;S;S;S;S;XL;Operations;N;Y;Luxembourg
649770;Products;PD Retail;C;FY16Q1;S;M;S;S;S;S;S;S;OG;N;N;Netherlands
650108;Products;PD Con Goods & Srvcs;O;FY16Q3;S;S;S;S;S;XL;S;S;Digital;N;N;France
650634;Resources;RS Util;O;FY16Q1;S;S;S;S;S;L;S;S;Technology;N;N;Netherlands
650776;Products;PD Auto;C;FY16Q3;S;S;S;S;S;S;S;S;OG;N;Y;France
651740;Products;PD Con Goods & Srvcs;C;FY16Q2;S;M;S;L;M;S;S;S;OG;Y;Y;France
652208;Products;PD Life Sciences;O;FY16Q1;S;S;S;S;S;S;S;S;Operations;Y;N;Belgium
652413;Communications, Media & Technology;CMT C&M;C;FY16Q1;S;S;S;M;S;S;S;S;Technology;N;Y;Netherlands
652637;Communications, Media & Technology;CMT C&M;O;FY16Q1;S;S;S;S;S;XL;S;S;Technology;Y;Y;Belgium
653184;Communications, Media & Technology;CMT C&M;C;FY16Q4;S;S;S;L;S;S;S;S;Digital;N;Y;France
653978;Resources;RS Energy;C;FY16Q1;S;S;S;S;S;S;S;S;Operations;N;N;Netherlands
654782;Resources;RS Energy;C;FY16Q2;S;S;S;S;S;S;S;S;Operations;N;N;Netherlands
654848;Products;PD Con Goods & Srvcs;C;FY16Q2;S;S;S;S;S;S;S;S;Technology;N;N;France
654860;Products;PD Transp Svc;O;FY16Q2;S;S;S;S;S;S;S;S;Operations;N;N;France
654893;Products;PD Transp Svc;O;FY16Q1;S;S;S;S;S;S;M;S;Operations;N;N;France
655767;Products;PD Life Sciences;O;FY16Q3;S;S;S;S;S;S;L;S;Operations;Y;N;Netherlands
655891;Financial Services;FS Capital Markets;O;FY16Q3;S;S;S;S;S;XL;S;S;Technology;N;Y;France
656162;Products;PD Con Goods & Srvcs;C;FY16Q1;S;S;S;S;S;S;S;S;Strategy;N;N;Netherlands
656163;Products;PD Con Goods & Srvcs;C;FY16Q1;S;S;S;S;S;S;S;S;Strategy;N;N;Netherlands
656207;Products;PD Travel;C;FY16Q1;S;S;S;S;S;S;S;S;Strategy;N;N;France
657016;Communications, Media & Technology;CMT C&M;O;FY16Q3;S;S;S;S;S;S;L;S;Operations;N;N;France
657033;Communications, Media & Technology;CMT E&HT;C;FY16Q1;S;S;S;S;S;S;S;S;OG;Y;N;Netherlands
657605;Communications, Media & Technology;CMT C&M;O;FY16Q2;S;S;S;S;S;S;L;S;Operations;N;N;France
657606;Communications, Media & Technology;CMT C&M;C;FY16Q3;S;S;S;L;S;S;S;S;Technology;N;Y;France
657608;Communications, Media & Technology;CMT C&M;CO;FY16Q3;S;S;S;S;M;M;S;S;OG;N;Y;France
657817;Resources;RS Chem;C;FY16Q3;S;S;S;M;S;S;S;S;Digital;N;Y;Belgium
658649;Financial Services;FS Insurance;C;FY16Q1;S;L;S;XL;L;S;S;S;OG;N;Y;Belgium
658934;Products;PD Life Sciences;C;FY16Q4;S;S;S;S;S;S;S;S;OG;N;N;France
659275;Products;PD Transp Svc;O;FY16Q1;S;S;S;S;S;S;S;S;Technology;N;N;France
659312;Resources;RS Util;C;FY16Q2;S;S;S;S;S;S;S;S;Digital;N;N;France
659550;Products;PD Con Goods & Srvcs;C;FY16Q1;S;M;S;S;S;S;S;S;OG;N;N;Netherlands
659833;Resources;RS Energy;C;FY16Q1;S;S;S;S;S;S;S;S;Strategy;Y;N;Netherlands
659870;Products;PD Ind Equip;O;FY16Q1;S;S;S;S;S;XL;S;S;Technology;Y;Y;France
659881;Products;PD Ind Equip;O;FY16Q2;S;S;S;S;S;S;S;L;Operations;N;N;France
659905;Communications, Media & Technology;CMT E&HT;C;FY16Q3;S;M;S;S;S;S;S;S;OG;N;N;France
660510;Resources;RS Chem;C;FY16Q2;S;S;S;M;S;S;S;S;Digital;N;N;Netherlands
660554;Products;PD Con Goods & Srvcs;C;FY16Q1;S;S;S;L;XL;S;S;S;OG;N;N;France
661088;Products;PD Con Goods & Srvcs;C;FY16Q1;S;S;S;S;S;S;S;S;Operations;N;N;France
661114;Resources;RS Chem;C;FY16Q1;S;S;S;S;S;S;S;S;Digital;N;N;Netherlands
661321;Financial Services;FS Banking;O;FY16Q3;S;S;S;S;S;XL;S;S;Technology;Y;Y;France
661346;Resources;RS Energy;C;FY16Q1;S;S;S;S;S;S;S;S;Strategy;N;N;Netherlands
661446;Communications, Media & Technology;CMT C&M;C;FY16Q2;S;S;S;S;L;S;S;S;Operations;N;Y;Netherlands
661791;Communications, Media & Technology;CMT C&M;C;FY16Q3;S;S;S;S;S;S;S;S;Digital;N;N;France
661836;Communications, Media & Technology;CMT E&HT;C;FY16Q1;S;S;S;S;S;S;S;S;Technology;N;Y;France
661895;Resources;RS Util;C;FY16Q1;S;S;S;M;S;S;S;S;Digital;N;N;Netherlands
662460;Resources;RS Energy;C;FY16Q1;S;M;S;S;S;S;S;S;OG;N;N;Netherlands
662766;Financial Services;FS Banking;CO;FY16Q1;S;L;L;S;S;S;M;S;OG;N;N;France
662948;Products;PD Con Goods & Srvcs;C;FY16Q1;S;S;S;S;S;S;S;S;Digital;Y;N;France
662987;Health & Public Service;H&PS Defns/PubSafety;C;FY16Q1;S;S;S;S;S;S;S;S;Operations;N;Y;Belgium
662991;Communications, Media & Technology;CMT C&M;C;FY16Q2;S;S;S;M;S;S;S;S;Technology;N;Y;Belgium
663092;Financial Services;FS Insurance;O;FY16Q3;S;S;S;S;S;S;XL;S;Operations;N;N;France
663182;Products;PD Con Goods & Srvcs;O;FY16Q2;S;S;S;S;S;S;S;S;Digital;N;N;France
663660;Communications, Media & Technology;CMT C&M;O;FY16Q3;S;S;S;S;S;S;S;S;Technology;N;Y;France
664235;Financial Services;FS Insurance;C;FY16Q3;S;S;S;S;S;S;S;S;Technology;N;N;Netherlands
664356;Resources;RS Util;C;FY16Q1;S;S;S;M;M;S;S;S;OG;N;N;France
664477;Communications, Media & Technology;CMT C&M;C;FY16Q4;S;S;S;M;S;S;S;S;Digital;N;Y;France
664513;Communications, Media & Technology;CMT E&HT;O;FY16Q1;S;S;S;S;S;S;L;S;Operations;N;N;France
664535;Health & Public Service;H&PS Defns/PubSafety;C;FY16Q1;S;S;S;S;S;S;S;S;Technology;N;Y;Belgium
664627;Financial Services;FS Insurance;O;FY16Q1;S;S;S;S;S;L;S;S;Technology;N;Y;Belgium
664814;Products;PD Con Goods & Srvcs;C;FY16Q2;S;S;S;S;S;S;S;S;Technology;N;Y;France
665060;Financial Services;FS Banking;O;FY16Q2;S;S;S;S;S;XL;S;S;Technology;Y;Y;Belgium
665386;Communications, Media & Technology;CMT C&M;C;FY16Q1;S;S;S;S;S;S;S;S;OG;Y;Y;Netherlands
665387;Communications, Media & Technology;CMT C&M;C;FY16Q2;S;S;S;S;S;S;S;S;OG;N;Y;Netherlands
665436;Products;PD Ind Equip;C;FY16Q1;S;S;S;S;S;S;S;S;Technology;N;N;France
665476;Health & Public Service;H&PS Defns/PubSafety;CO;FY16Q1;S;S;S;S;S;S;S;S;OG;Y;N;France
665877;Financial Services;FS Banking;O;FY16Q3;S;S;S;S;S;L;S;L;OG;N;N;Netherlands
665951;Communications, Media & Technology;CMT E&HT;C;FY16Q1;S;S;S;S;S;S;S;S;Strategy;N;N;Belgium
666242;Financial Services;FS Banking;C;FY16Q4;S;S;S;S;S;S;S;S;OG;N;N;Netherlands
666438;Communications, Media & Technology;CMT C&M;C;FY16Q4;S;S;S;S;S;S;S;S;OG;N;N;France
666568;Products;PD Retail;C;FY16Q1;S;S;M;S;S;S;S;S;Strategy;N;N;Netherlands
666909;Products;PD Ind Equip;C;FY16Q1;S;S;S;S;S;S;S;S;Strategy;N;N;France
